domain,base_url,email_general,phone_general,tg,vk,youtube,instagram,inn,ogrn,kpp,lms_detected,main_category,about_pages,last_crawled_utc,source,icp_score,priority
yamsclub.ru,https://yamsclub.ru,elena@yamskih.ru,81401645499,https://t.me/yams_ostrov,,,,246102546707,,,getcourse,IT,https://yamsclub.ru/oferta;https://yamsclub.ru/about;https://yamsclub.ru/cms/system/contact,2026-05-26T15:44:51Z,sources.txt,75,A
yoga-akademy.ru,https://yoga-akademy.ru,,81401645499,,,,,890508279898,1027700132195,890402001,getcourse,IT,https://yoga-akademy.ru/about;https://yoga-akademy.ru/oferta,2026-05-26T15:44:57Z,sources.txt,45,B
yoga-love-club.ru,https://yoga-love-club.ru,,87779010654,,,,,,,,getcourse,Languages,https://yoga-love-club.ru/about,2026-05-26T15:45:02Z,sources.txt,35,B
yogafitmelnikova.ru,https://yogafitmelnikova.ru,,,,,,,,,,getcourse,Languages,https://yogafitmelnikova.ru/about,2026-05-26T15:45:08Z,sources.txt,25,C
yogaforlife.space,https://yogaforlife.space,,,,,,,,,,getcourse,IT,https://yogaforlife.space/about;https://yogaforlife.space/cms/system/contact,2026-05-26T15:45:14Z,sources.txt,25,C
yogapegas.ru,https://yogapegas.ru,,80926941602,,,,,,,,tilda_site,IT,,2026-05-26T15:45:19Z,sources.txt,35,B
yogavpomoshmame.ru,https://yogavpomoshmame.ru,Nadya.sergeeva.novosib@gmail.com,81401645499,"https://t.me/yogavpomoshmame,","https://t.me/yogavpomoshmame,",,,540860102478,,,getcourse,IT,https://yogavpomoshmame.ru/oferta;https://yogavpomoshmame.ru/privacy;https://yogavpomoshmame.ru/cms/system/contact;https://yogavpomoshmame.ru/about,2026-05-26T15:45:26Z,sources.txt,75,A
yozhmatematik.ru,https://yozhmatematik.ru,info@yozhmatematik.ru,85677199781,https://t.me/yozhMatematik,https://vk.com/yozhmatematik,https://www.youtube.com/@yozhmatematik,,370650379639,,,getcourse,IT,https://yozhmatematik.ru/privacy;https://yozhmatematik.ru/cms/system/contact;https://yozhmatematik.ru/contacts;https://yozhmatematik.ru/about;https://yozhmatematik.ru/oferta,2026-05-26T15:45:33Z,sources.txt,75,A
yusupof.ru,https://yusupof.ru,,81401645499,https://t.me/timur_yusupof,,https://www.youtube.com/embed/yKbfNZko9fA,,471006512901,,,getcourse,IT,https://yusupof.ru/about;https://yusupof.ru/oferta,2026-05-26T15:45:51Z,sources.txt,55,A
zaharenkoschool.online,https://zaharenkoschool.online,,,,,,,,,,getcourse,IT,https://zaharenkoschool.online/cms/system/contact;https://zaharenkoschool.online/about,2026-05-26T15:45:57Z,sources.txt,25,C
zartschool.ru,https://zartschool.ru,dog.instructor.school@gmail.com,81781055440,https://t.me/zartschool,https://vk.com/albums-91848729,https://instagram.com/zartschool,https://facebook.com/zartschool,631816149108,,,getcourse,IT,https://zartschool.ru/oferta;https://zartschool.ru/privacy_policy;https://zartschool.ru/privacy,2026-05-26T15:46:06Z,sources.txt,75,A
zdorovuedetki.ru,https://zdorovuedetki.ru,nastyakravchenko1995@mail.ru,81401645499,,,,,650118073227,,,getcourse,IT,https://zdorovuedetki.ru/cms/system/contact;https://zdorovuedetki.ru/about;https://zdorovuedetki.ru/privacy,2026-05-26T15:46:22Z,sources.txt,65,A
zeminvst.ru,https://zeminvst.ru,example@mail.ru,83277987687,https://t.me/mystudentsstory,,,,781712612277,,,tilda_site,IT,https://zeminvst.ru/oferta,2026-05-26T15:46:27Z,sources.txt,75,A
zhiruk-school.ru,https://zhiruk-school.ru,,,,,,,,,,getcourse,IT,https://zhiruk-school.ru/about;https://zhiruk-school.ru/cms/system/contact,2026-05-26T15:46:34Z,sources.txt,25,C
zhivoygolos.space,https://zhivoygolos.space,,,,,,,,,,getcourse,IT,https://zhivoygolos.space/about;https://zhivoygolos.space/cms/system/contact,2026-05-26T15:46:39Z,sources.txt,25,C
zhuchkovaschool.ru,https://zhuchkovaschool.ru,,,,,,,,,,getcourse,IT,https://zhuchkovaschool.ru/cms/system/contact;https://zhuchkovaschool.ru/about,2026-05-26T15:46:46Z,sources.txt,25,C
